p_name,p_price,p_score,p_region,p_year
Trousseau Gris Russian River Valley Wood Road Vineyard,11,76,Sonoma,1995
New South Wales,7,81,Australia,1992
Touriga Nacional Vintage Port,40,91,Portugal,1996
Clos de Vougeot,35,84,Burgundy,1993
Cabernet Sauvignon Chalk Hill,23,88,Sonoma,1993
Fleurie Clos de la Roilette,17,81,Beaujolais,1993
Ladoix Les Chaillots,21,76,Burgundy,1992
Sauvignon Blanc Monterey Musque,14,80,Bay Area - Central Coast,1993
Pinot Noir Willamette Valley Dijon Clone 777,30,90,Oregon,1998
Riesling Spätlese Halbtrocken Pfalz Ungsteiner Herrenberg,20,89,Germany,1997
Sauvignon Blanc Coonawarra,23,86,Australia,1996
Chianti Classico Riserva,23,88,Tuscany,1994
Riesling Trockenbeerenauslese Rheinhessen Oppenheimer Sackträger,105,91,Germany,1994
Chablis Montmain,31,90,Burgundy,1997
Chianti Classico Riserva,,80,Tuscany,1993
Chardonnay Willamette Valley Reserve,20,88,Oregon,1995
St.-Peray,15,85,Rhone,1995
Shiraz-Cabernet South Eastern Australia,8,78,Australia,1995
Shiraz Clare Valley,21,87,Australia,1996
Chardonnay Napa Valley,11,81,Napa,1997
Cabernet Sauvignon Russian River Valley O.F.S.,25,89,Sonoma,1992
Cabernet Sauvignon Maule Valley,10,88,Chile,1993
Chardonnay Russian River Valley Vine Hill Vineyard,45,93,Sonoma,1996
Macon-Solutre-Pouilly,11,84,Burgundy,1997
Sauvignon Blanc Toscana Serena,18,78,Tuscany,1996
Chardonnay Vin de Pays d'Oc,7,82,Other France,1998
Pinot Gris Alsace Reserve,12,86,Alsace,1992
Sauvignon Blanc Columbia Valley Genesis Burgess Vineyard,15,84,Washington,1998
Fume Blanc Sonoma County,10,84,Sonoma,1993
Rioja Lorinon Reserva,20,88,Spain,1994
Gevrey-Chambertin Les Corbeaux,40,87,Burgundy,1993
Richebourg,237,88,Burgundy,1997
Chardonnay Chalone,28,90,Bay Area - Central Coast,1996
Pinot Noir Sonoma Valley Estate Vineyards,23,81,Sonoma,1996
Santa Stefano de le Cane,16,83,Northeast,1993
Margaux,,81,Bordeaux,1997
Puligny-Montrachet Les Folatieres,40,86,Burgundy,1993
Chardonnay Sonoma County,15,80,Sonoma,1998
Brut Blanc de Blancs Wien,12,80,Wien,
Pinot Noir Oregon Reserve,16,88,Oregon,1994
Riesling Qualitätswein Trocken Kremstal,18,84,Niederosterreich,1996
Malvasia Bianca Monterey,13,84,Bay Area - Central Coast,1993
Chateauneuf-du-Pape White,30,86,Rhone,1995
Chardonnay Simonsberg-Stellenbosch,11,88,South Africa,1997
Chianti Rufina Montesodi,47,86,Tuscany,1995
Riesling Spätlese Nahe Dorsheimer Goldloch,30,80,Germany,1994
Chassagne-Montrachet Morgeot,36,85,Burgundy,1992
Vosne-Romanee,65,89,Burgundy,1996
Chassagne-Montrachet Morgeot,47,79,Burgundy,1997
Pinot Noir Willamette Valley Reserve,35,87,Oregon,1996
Vigneti delle Dolomiti Myrto,30,87,Northeast,1998
Pinot Nero Colli della Toscana Centrale Case Via,38,79,Tuscany,1997
Cabernet Sauvignon Stags Leap District Hillside Select,,,Napa,1997
Bourgogne Cotes d'Auxerre White,15,86,Burgundy,1997
Cabernet Sauvignon Maipo Valley Reserva,10,88,Chile,1993
Chateauneuf-du-Pape,25,70,Rhone,1999
Chardonnay Columbia Valley Reserve,14,89,Washington,1993
Pinot Noir Willamette Valley,20,87,Oregon,1998
Puligny-Montrachet Les Folatieres,,86,Burgundy,1993
Alliage Sonoma County,19,86,Sonoma,1997
Gewurztraminer Alsace Fronholz,25,89,Alsace,1995
Pinot Noir Willamette Valley Yamhill Vineyards,40,85,Oregon,1996
Syrah Vin de Pays du Var Cyrano,15,86,Other France,1996
Toscana N'Antia,30,91,Tuscany,1997
Zinfandel El Dorado Old Vines,17,81,Sierra Foothills,1998
Gewurztraminer Alsace Tradition Hugel,22,86,Alsace,1996
Pessac-Leognan,40,92,Bordeaux,1995
Puligny-Montrachet Champ-Canet,83,87,Burgundy,1998
Pinot Noir Willamette Valley Estate Grown Southeast Block Reserve,24,82,Oregon,1992
Chardonnay Santa Barbara County Goodchild Vineyard,24,92,South Coast,1994
Rosso di Montalcino,,84,Tuscany,1993
Zinfandel Geyserville,15,89,Sonoma,1996
Chambolle-Musigny Les Babilleres,45,79,Burgundy,1992
I Cedri V,33,87,Piedmont,1995
Chardonnay Santa Lucia Highlands,12,83,Bay Area - Central Coast,1994
Zinfandel Sonoma County Heritage Clone,15,87,Sonoma,1998
Merlot Sonoma County Reserve,70,88,Sonoma,1995
Chardonnay Niagara Peninsula,,85,Canada,1998
Riesling Alsace Grand Cru Rangen de Thann Clos St.-Urbain,62,92,Alsace,1996
Merlot Mendoza Uvas del Sol Reserve,13,77,Argentina,1998
Sauvignon Blanc Mendocino Busch Creek Vineyard,9,82,Mendocino Lake,1996
Hautes-Cotes de Nuits,19,77,Burgundy,1996
Cote-Rotie Champin Le Seigneur,32,88,Rhone,1992
Chardonnay Vin de Pays d'Oc,8,86,Other France,1994
Pinot Noir Alsace V,15,86,Alsace,1997
Moulin-a-Vent Domaine de la Tour du Bief,17,87,Beaujolais,1997
Chardonnay Sonoma County,15,82,Sonoma,1995
Muscat Victoria Museum Reserve,16,93,Australia,
Chardonnay Santa Barbara County,14,83,South Coast,1996
Cabernet Sauvignon Napa Valley,27,86,Napa,1997
Sparkling Riesling Lila Imperial,7,81,Germany,
Merlot Paarl,12,85,South Africa,1995
Pinot Noir Willamette Valley First Release,10,85,Oregon,1994
Chardonnay Carneros,16,89,Carneros,1994
Assemblage Reserve Livermore Valley,19,85,Bay Area - Central Coast,1995
Chablis Vieilles Vignes,20,80,Burgundy,1996
Zinfandel Napa Valley Les Vieilles Vignes,16,89,Napa,1992
Sauvignon Blanc Marlborough,,85,New Zealand,1993
Pessac-Leognan White,,88,Bordeaux,1996
Chardonnay Monterey Reserve,18,85,Bay Area - Central Coast,1997
Cornas La Sabarotte,42,94,Rhone,1998
Merlot Columbia Valley,10,80,Washington,1993
Cabernet Sauvignon Stellenbosch,20,85,South Africa,1998
St.-Veran Cuvee Hors Classe,11,80,Burgundy,1996
Shiraz Goulburn Valley,17,90,Australia,1996
Merlot Stellenbosch,23,82,South Africa,1995
Riesling Spätlese Mosel-Saar-Ruwer Josephshofer,21,89,Germany,1996
Chateauneuf-du-Pape,20,85,Rhone,1994
Barbaresco Basarin,42,95,Piedmont,1996
Pinot Noir Santa Cruz Mountains St. Charles Vineyard Special Reserve Vineyards,30,85,Bay Area - Central Coast,1993
Cabernet Sauvignon Mount Veeder,60,92,Napa,1995
Sauvignon Blanc Paarl,10,86,South Africa,1994
Edelzwicker Alsace Katzenthal,10,83,Alsace,1996
Chardonnay Sonoma Mountain McCrea Vineyard,50,92,Sonoma,1997
Chardonnay Mendocino,12,85,Mendocino Lake,1992
Chardonnay Sonoma County,16,90,Sonoma,1995
Cabernet Sauvignon Vin de Pays des Coteaux de l'Ardeche,7,82,Rhone,1997
Terret Vin de Pays de l'Herault Domaine de la Done,7,83,Languedoc-Roussillon,1997
St.-Aubin En Remilly,23,83,Burgundy,1993
Cabernet Sauvignon Maipo Valley Casillero del Diablo,8,82,Chile,1992
Bandol Longue Garde,20,89,Provence,1996
Volnay Chevret,46,86,Burgundy,1998
Chardonnay Napa Valley 30th Anniversary Cuvee,30,87,Napa,1996
Chianti Classico Vigneto di Campolungo Riserva,27,87,Tuscany,1993
Brut Champagne La Francaise,42,89,Champagne,
Chassagne-Montrachet La Romanee,45,92,Burgundy,1995
Muscadet de Sevre et Maine Les Trois Fils,8,77,Loire,1994
Chardonnay Santa Barbara County Le Bouge D'a cote,25,88,South Coast,1996
Sauvignon Blanc Dunnigan Hills Night Harvest,6,83,Other California,1994
Volnay En Caillerets Clos des 60 Ouvrees,53,86,Burgundy,1992
Pouilly-Fuisse Domaine de la Chapelle Vieilles Vignes,19,85,Burgundy,1994
Riesling Kabinett Mosel-Saar-Ruwer Maximin Grunhäuser Herrenberg,21,85,Germany,1994
Valpolicella Classico Superiore Campolieti,10,85,Veneto,1993
Merlot Vin de Pays d'Oc,,77,Other France,1996
Nuits-St.-Georges Les Vignes Rondes,43,87,Burgundy,1994
Cotes du Rhone Chateau de Galliffet,23,85,Rhone,1995
St.-Aubin Clos de la Chateniere,32,90,Burgundy,1998
Crozes-Hermitage Les Meysonniers,22,85,Rhone,1993
Zinfandel Russian River Valley High Wire,,90,Sonoma,1997
Savigny-les-Beaune White,28,87,Burgundy,1997
Cabernet Franc Howell Mountain,32,88,Napa,1994
Merlot Eden Valley,15,85,Australia,1993
Vosne-Romanee,32,90,Burgundy,1993
Chianti Classico Villa Antinori Riserva,16,86,Tuscany,1994
Riesling Kabinett Mosel-Saar-Ruwer,17,86,Germany,1998
Chianti Classico,23,87,Tuscany,1998
Chablis Blanchot,,88,Burgundy,1998
Sauvignon Blanc Bordeaux Founder's Collection,10,85,Bordeaux,1998
Julienas Flower Label,10,86,Beaujolais,1996
Crozes-Hermitage La Matiniere,,79,Rhone,1998
Barsac,,,Sauternes,1998
Pinot Noir Santa Cruz Mountains 25th Anniversary,36,83,Bay Area - Central Coast,1997
Merlot Napa Valley,31,87,Napa,1997
St.-Emilion,40,90,Bordeaux,1997
Pinotage Stellenbosch Reserve,18,91,South Africa,1993
Pinot Noir Oregon Barrel Select,15,85,Oregon,1992
Merlot Rogue Valley,12,86,Oregon,1995
Monte Bello Santa Cruz Mountains,80,89,Bay Area - Central Coast,1993
Cabernet Sauvignon Alexander Valley,15,89,Sonoma,1994
Nuits-St.-Georges Les Pruliers,35,86,Burgundy,1995
Shiraz Magill Magill Estate,44,90,Australia,1994
Merlot Vin de Pays d'Oc Madame Costeau,7,81,Other France,1995
Pinot Noir Santa Barbara County,21,88,South Coast,1997
Chardonnay Western Australia,19,90,Australia,1998
Pommard Clos Blanc,40,85,Burgundy,1993
Chardonnay Napa County,30,86,Napa,1992
Cabernet-Shiraz South Eastern Australia Nottage Hill,7,82,Australia,1998
Zinfandel Sierra Foothills,10,80,Sierra Foothills,1993
Riesling Alsace,13,86,Alsace,1997
Chardonnay Carneros,24,91,Carneros,1995
Cabernet Sauvignon Paso Robles,9,82,South Coast,1992
Toscana Ripa delle Mandorle,,85,Tuscany,1998
Moulin-a-Vent Domaine des Rosiers,12,87,Beaujolais,1994
Chablis Vaillons,25,92,Burgundy,1996
Chianti Classico Novecento,29,87,Tuscany,1996
Meursault Les Grands Charrons,,90,Burgundy,1992
Brut Rose Champagne Premiere Cuvee,40,89,Champagne,
Chardonnay Russian River Valley Dutton Ranch,22,87,Sonoma,1998
Brut Blanc de Noirs Napa Valley,16,88,Napa,
St.-Chinian Tonneaux,16,83,Languedoc-Roussillon,1998
Reserve Columbia Valley,22,85,Washington,1994
Tokay Pinot Gris Alsace Selection de Grains Nobles,263,90,Alsace,1995
Corton Renardes,250,90,Burgundy,1995
Sauvignon Blanc Colli Orientali del Friuli,18,83,Northeast,1993
Chardonnay Gisborne Judd Estate Innovator,25,91,New Zealand,1997
Crozes-Hermitage White Les Launes,13,88,Rhone,1997
Pinot Gris Alsace Hunawihr Clos Windsbuhl,47,90,Alsace,1998
Merlot Napa Valley Francis Coppola Family Wines,32,88,Napa,1995
Chianti Classico Giorgio Regni Riserva,45,87,Tuscany,1996
St.-Julien,35,87,Bordeaux,1996
Cotes du Rhone,,70,Rhone,1995
Chianti Moro,11,86,Tuscany,1996
Chianti Classico San Marcellino Riserva,37,85,Tuscany,1995
Fronsac,19,79,Bordeaux,1993
Montefalco,14,83,Other Italy,1997
Sangiovese Atlas Peak Reserve,30,86,Napa,1996
Riesling Marlborough Corners Vineyards,,86,New Zealand,1992
Chinon Chateau de Riviere,13,84,Loire,1995
Fume Blanc Sonoma County,11,84,Sonoma,1998
Puligny-Montrachet La Garenne,36,77,Burgundy,1992
Meursault Charmes-Dessus,50,93,Burgundy,1996
Batard-Montrachet,,94,Burgundy,1994
Chianti Rufina,,85,Tuscany,1997
Margaux,,,Bordeaux,1999
Chablis Vaucoupin Chateau de Viviers,,84,Burgundy,1994
Pinot Blanc Rogue Valley,11,89,Oregon,1998
Chardonnay Riverland,11,86,Australia,1995
Asti Cascina Palazzo,18,82,Piedmont,
Vosne-Romanee Premier Cru,46,87,Burgundy,1993
Cabernet Sauvignon Russian River Valley Hedin Vineyard Limited Edition,20,87,Sonoma,1994
Barbera d'Alba Vigneto Boiolo,18,90,Piedmont,1997
Sauvignon Blanc Marlborough Oak Aged,,78,New Zealand,1992
Weisser Riesling Stellenbosch,13,79,South Africa,1998
Albarino Rias Baixas Segrel,15,79,Spain,1997
Chianti Rufina,10,82,Tuscany,1992
Chardonnay Santa Barbara County Sierra Madre Reserve,25,88,South Coast,1993
Barbera d'Alba La Gamberaja,,87,Piedmont,1996
Merlot North Coast Vintners Blend,10,84,Other California,1992
Le Volte,13,82,Tuscany,1993
Sauvignon Blanc Requinoa,6,81,Chile,1996
Pinot Noir Santa Barbara County Bien Nacido Vineyard,25,86,South Coast,1997
Merlot California,12,77,Other California,1998
St.-Estephe,25,84,Bordeaux,1994
Merlot Napa Valley,27,89,Napa,1994
Hermitage Domaine des Remizieres Cuvee Emilie,35,95,Rhone,1998
Chardonnay Alexander Valley,13,86,Sonoma,1993
Brut Nature Cava 77,60,78,Spain,
Chardonnay North Fork of Long Island Reserve,22,77,Long Island,1998
Cabernet Sauvignon-Tempranillo Navarra Vega Sindoa,6,81,Spain,1993
St.-Emilion,23,87,Bordeaux,1997
Crozes-Hermitage Tete de Cuvee,20,77,Rhone,1997
Brunello di Montalcino,45,85,Tuscany,1994
Chardonnay Santa Maria Valley Bien Nacido Vineyard,22,89,South Coast,1996
Riesling Spätlese Mosel-Saar-Ruwer Maximin Grunhäuser Abtsberg,27,86,Germany,1993
Pacherenc du Vic-Bilh St.-Albert,25,84,Other France,1998
Riesling Eden-Clare Valleys Rhine Gold Label,12,89,Australia,1998
Gevrey-Chambertin Vieilles Vignes,60,95,Burgundy,1996
Riesling Spätlese Rheingau Johannisberger Goldatzel,20,88,Germany,1993
Riesling Auslese Gold Cap Mosel-Saar-Ruwer Piesporter Goldtropfchen,48,92,Germany,1992
Bordeaux White,7,77,Bordeaux,1992
Riesling Kabinett Mosel-Saar-Ruwer Piesporter Goldtropfchen,19,89,Germany,1997
Sancerre,17,80,Loire,1994
Toscana White Cerviolo,17,86,Tuscany,1998
Merlot California Coastal Selection,10,84,Other California,1993
Chardonnay Carneros Special Select,20,86,Carneros,1993
Vin de Pays des Cotes de Gascogne White,7,76,Other France,1995
Riesling Auslese Mosel-Saar-Ruwer Ürziger Goldwingert,42,89,Germany,1998
Chardonnay Piemonte Juant Lucas Vineyards,24,73,Piedmont,1997
Rios do Minho White,8,83,Portugal,1996
Chablis,,85,Burgundy,1995
Shiraz Clare Valley,35,88,Australia,1998
Semillon Yakima Valley,9,78,Washington,1996
Merlot Navarra Crianza,11,82,Spain,1996
Chianti Castello di Montespertoli,,79,Tuscany,1993
Chenin Blanc Columbia Valley Dry,6,78,Washington,1992
Chardonnay Russian River Valley Dutton Ranch,20,91,Sonoma,1996
Grifi,45,87,Tuscany,1993
Gewurztraminer Alsace Grand Cru Furstentum Cuvee Laurence,42,84,Alsace,1993
Vintage Port Quinta do Roriz,45,90,Portugal,1995
Fronsac,,,Bordeaux,1998
Chardonnay Valle del Cachapoal,9,84,Chile,1998
Anfiteatro,50,90,Tuscany,1993
Chianti Rufina,7,76,Tuscany,1998
Merlot Sicilia,38,90,Other Italy,1997
Riserva,40,90,Tuscany,1997
Pinot Noir Willamette Valley Vintage Select,34,87,Oregon,1997
Muscadet de Sevre et Maine Sur Lie Reserve Numerotee,12,84,Loire,1996
Bonnezeaux Cuvee Zenith,80,85,Loire,1997
Pacherenc du Vic-Bilh Collection,16,86,Other France,1996
Sancerre Rose,22,86,Loire,1997
Riesling Spätlese Pfalz Forster Kirchenstuck,24,92,Germany,1998
Brut Champagne R de Ruinart,48,87,Champagne,
Merlot Mendoza,9,85,Argentina,1996
Chianti Classico,18,85,Tuscany,1998
Cabernet Sauvignon Napa Valley,35,92,Napa,1994
Pinot Noir Willamette Valley Founders' Reserve,30,85,Oregon,1998
Pinot Gris Alsace Reserve Personnelle,26,80,Alsace,1992
Vintage Port,30,96,Portugal,1992
Bordeaux White Le Cygne,,85,Bordeaux,1997
Cotes du Luberon Les Bugadelles,8,78,Rhone,1999
Meursault Boucheres,35,70,Burgundy,1998
Monferrato Villa Pattono,25,88,Piedmont,1998
Cabernet Sauvignon Columbia Valley,19,86,Washington,1994
Pinot Noir Sonoma Valley,14,78,Sonoma,1996
Ruby Port,9,79,Portugal,
Pinot Noir Willamette Valley,20,85,Oregon,1997
Chardonnay Martinborough,20,87,New Zealand,1997
Sauvignon Touraine,9,80,Loire,1994
Cabernet Franc Paso Robles Crescent,15,88,South Coast,1995
Chardonnay Napa Valley Carneros,15,86,Carneros,1993
Colli della Toscana Centrale Tiziano,26,91,Tuscany,1996
Chardonnay Western Cape,8,75,South Africa,1996
Nuits-St.-Georges Les Damodes,53,85,Burgundy,1995
Sauvignon Blanc Maipo Valley,7,81,Chile,1999
Gewurztraminer Alsace St.-Hippolyte,25,89,Alsace,1996
Tocai Friulano Mendocino,12,84,Mendocino Lake,1995
Pinot Noir Willamette Valley,10,89,Oregon,1993
Chardonnay South Eastern Australia,6,81,Australia,1993
Bourgogne White,14,86,Burgundy,1998
Cabernet Sauvignon Napa Valley Reserve,53,91,Napa,1994
Batard-Montrachet,150,95,Burgundy,1996
Pomerol,24,78,Bordeaux,1993
Cabernet Sauvignon Sonoma Valley Glen Lyon Vineyard,14,84,Sonoma,1993
Montagne-St.-Emilion,,79,Bordeaux,1995
Merlot Tuscany Mandrielle,25,89,Tuscany,1992
Morgon Cote de Py Domaine Charles Jenny,14,80,Beaujolais,1996
Cotes du Rhone-Villages Valreas,,77,Rhone,1996
Chardonnay Sonoma Valley Kistler Vineyard,40,94,Sonoma,1992
Zinfandel Russian River Valley Rochioli Vineyard,18,92,Sonoma,1994
Sauvignon Blanc-Semillon Napa Valley Nightingale Botrytized Private Reserve,22,94,Napa,1994
Puligny-Montrachet La Truffiere,74,95,Burgundy,1995
Sauvignon Blanc Dry Creek Valley Reserve,16,81,Sonoma,1996
Zinfandel Contra Costa County Bridgehead Vineyard,24,86,Bay Area - Central Coast,1996
Pomerol,34,84,Bordeaux,1997
Chardonnay Hunter Valley,8,88,Australia,1993
Sauvignon Blanc Napa Valley Reserve,22,86,Napa,1999
Riesling Eiswein Nahe,260,91,Germany,1995
Chardonnay Pennsylvania Philip Roth Vineyard,26,72,Pennsylvania,1993
Tokay Pinot Gris Alsace Grand Cru Moenchberg,32,87,Alsace,1995
Macon-Villages,12,88,Burgundy,1999
Chablis,15,83,Burgundy,1995
Pouilly-Fume,14,89,Loire,1996
Sauternes,30,87,Sauternes,1995
Chardonnay Oregon,6,85,Oregon,1996
Merlot California Barrel Reserve,10,77,Other California,1994
Puligny-Montrachet Les Corvees des Vignes,35,78,Burgundy,1995
Chianti Classico,21,85,Tuscany,1997
Chardonnay Russian River Valley Special Reserve,22,81,Sonoma,1998
Charmes-Chambertin Cave Privee,80,87,Burgundy,1996
Merlot Columbia Valley,13,87,Washington,1993
Morillon Qualitätswein Trocken Sudsteiermark,,86,Steiermark,1998
Pinot Noir Santa Barbara County Sanford & Benedict Vineyard,30,85,South Coast,1993
Godello Valdeorras Guitian,14,83,Spain,1998
Sauvignon Blanc Napa Valley,10,82,Napa,1993
Priorat Finca Dofi,40,93,Spain,1995
Pinot Noir Oregon,16,82,Oregon,1995
Chardonnay Russian River Valley Oak Meadow Vineyard,18,90,Sonoma,1996
Riesling Kabinett Pfalz Forster,,88,Germany,1998
Cabernet Sauvignon Spring Mountain District Rattlesnake Hill,60,93,Napa,1996
Lebanon,35,85,Lebanon,1993
Chateauneuf-du-Pape Cuvee Chantemerle,40,83,Rhone,1994
Syrah-Mourvedre Vin de Pays d'Oc Les Amoureux,7,84,Other France,1998
Chardonnay South Australia The Valleys,13,87,Australia,1995
Malvasia Bianca Monterey,13,86,Bay Area - Central Coast,1997
Cotes de Francs White,16,87,Bordeaux,1997
Merlot Marlborough,15,87,New Zealand,1998
Rosso di Montalcino,18,87,Tuscany,1995
Riesling Spätlese Mosel-Saar-Ruwer Graacher Domprobst,21,88,Germany,1998
Canon-Fronsac,,80,Bordeaux,1996
Cabernet Sauvignon Columbia Valley Reserve,19,89,Washington,1994
St.-Nicolas-de-Bourgueil,16,84,Loire,1996
Zinfandel Dry Creek Valley 42-Year-Old Vines,24,83,Sonoma,1998
Zinfandel Russian River Valley River West Vineyard Old Vines,14,86,Sonoma,1992
Pinot Noir Anderson Valley,15,83,Mendocino Lake,1997
Clos Vougeot Le Grand Maupertuis,116,87,Burgundy,1997
Merlot Clear Lake,10,87,Mendocino Lake,1992
Riesling Auslese Mosel-Saar-Ruwer Josephshofer,,90,Germany,1993
Chablis Les Clos,50,88,Burgundy,1998
Vosne-Romanee Les Beaux Monts,257,92,Burgundy,1997
Riesling Auslese Rheingau Rauenthaler Baiken,18,92,Germany,1996
Chardonnay California Founder's Selection,7,80,Other California,1992
Nuits-St.-Georges Clos de Thorey,42,82,Burgundy,1994
Dolcetto d'Alba La Serra,15,88,Piedmont,1999
Bianco di Custoza Sole del Garda,10,84,Veneto,1994
Sancerre Vieilles Vignes,24,87,Loire,1997
Bourgogne Aligote Domaine du Corps de Garde,13,88,Burgundy,1994
Douro Lagar Velho,8,84,Portugal,1992
St.-Romain,17,80,Burgundy,1994
Vosne-Romanee,50,89,Burgundy,1997
Merlot California Private Reserve,12,82,Other California,1996
Russian Cuvee Sonoma County Green Valley,25,90,Sonoma,1994
Volnay Clos des Chenes,65,85,Burgundy,1992
Cabernet Sauvignon Napa Valley Grand Reserve,16,82,Napa,1993
Cotes du Rhone White Reserve,36,86,Rhone,1997
Mourvedre Amador County,18,85,Sierra Foothills,1997
Violetta Late Harvest Napa Valley,40,87,Napa,1995
Viognier Santa Barbara County Los Olivos Vineyard,22,89,South Coast,1994
Cabernet Sauvignon Rapel Valley 120,8,81,Chile,1999
Zinfandel Redwood Valley Rhodes Vineyard Annette's Reserve,22,89,Mendocino Lake,1996
Clos de Vougeot,49,79,Burgundy,1994
Chassagne-Montrachet Clos de la Maltroie,40,78,Burgundy,1996
Shiraz McLaren Vale,20,88,Australia,1997
Semillon South Australia Riverland,9,81,Australia,1993
Gewurztraminer-Riesling Valle de Curico Late Harvest,16,78,Chile,1996
St.-Julien,31,88,Bordeaux,1997
Chardonnay Willamette Valley Reserve Exceptional,15,82,Oregon,1993
Pinot Noir Napa Valley,7,81,Napa,1992
Chardonnay Virginia,13,85,Virginia,1996
Cotes du Rhone-Villages Rasteau,14,79,Rhone,1997
Riesling Spätlese Mosel-Saar-Ruwer Graacher Himmelreich,10,82,Germany,1992
Riesling Spätlese Rheingau Kiedricher Gräfenberg,47,92,Germany,1997
Hautes-Cotes de Nuits,12,72,Burgundy,1993
Eugenia Late Harvest Private Reserve Mendocino County,28,88,Mendocino Lake,1993
Chardonnay-Sauvignon Blanc Vin de Pays du Jardin de la France,6,78,Loire,1997
Zinfandel Napa Valley Hendry Block 7,14,88,Napa,1992
Pinotage Stellenbosch Reserve,17,87,South Africa,1992
Port Finger Lakes,20,78,Finger Lakes,
Gewurztraminer Willamette Valley,6,86,Oregon,1992
Sauvignon Blanc-Chardonnay-Semillon Late Harvest Napa Valley Limited Reserve,25,90,Napa,
Merlot Columbia Valley,15,85,Washington,1993
Tokay Pinot Gris Alsace Grand Cru Rangen,64,82,Alsace,1997
St.-Estephe,20,81,Bordeaux,1997
Cabernet Sauvignon Israel Special Reserve,,84,Israel,1993
Garganega Veneto Passito Re Sol,20,85,Veneto,1994
Minervois Cuvee Tradition,10,84,Languedoc-Roussillon,1996
Puligny-Montrachet,45,88,Burgundy,1997
Vosne-Romanee Les Damodes,38,72,Burgundy,1998
Chardonnay Toscana Podere Fontarca,35,89,Tuscany,1997
